"title","abstract","authors","year","venue","article_url","pdf_url","source_used","paper_id","platform","topic","doi","url","llm_flag","ol_flag","decision_stage1","reason","source_file"
"Ontology enrichment using a large language model: Applying lexical, semantic, and knowledge network-based similarity for concept placement","Ontologies are essential for representing the knowledge of a domain. To make ontologies useful, they must encompass a comprehensive domain view. To achieve ontology enrichment, there is a need to discover new concepts to be added, either because they were missed in the first place, or the state-of-the-art has advanced to develop new real-world concepts. Our goal is to develop an automatic enrichment pipeline using a seed ontology, a Large Language Model (LLM), and source of text. The pipeline is applied to the domain of Social Determinants of Health (SDoH), using PubMed as a source of concepts. In this work, the applicability and effectiveness of the enrichment pipeline is demonstrated by extending the SDoH Ontology called SOHOv1, however our methodology could be used in other domains as well. We first retrieved PubMed abstracts of candidate articles with existing SOHOv1 concepts as search terms. Next, we used GPT-4-1201 to extract semantic triples from the abstracts. We identified concepts from these triples utilizing lexical, semantic, and knowledge network-based filtering. We also compared the granularity of semantic triples extracted with our method to the triples in the SemMedDB (Semantic MEDLINE Database). The results were evaluated by human experts and standard ontology tools for checking consistency and semantic correctness. We expanded SOHOv1, which contained 173 concepts and 585 axioms, including 207 logical axioms to SOHOv2, which contains 572 concepts, 1,542 axioms, including 725 logical axioms. Our methods identified more concepts than those extracted from SemMedDB for the same task. While we have shown the feasibility of our approach for an SDoH ontology, the methodology is generalizable to other ontologies with an existing seed ontology and text corpus. The contributions of this work are: Extracting semantic triples from PubMed abstracts using GPT-4-1201 utilizing prompt chaining; showing the superiority of triples from GPT-4-1201 over triples from SemMedDB for SDoH; using lexical and semantic similarity search techniques with knowledge network-based search to identify the concepts to be added to the ontology; confirming the quality of the new concepts with human experts.","Navya Martin Kollapally; James Geller; Vipina K. Keloth; Zhe He; Julia Xu","2025","J. Biomed. Informatics","https://doi.org/10.1016/j.jbi.2025.104865","","openalex:doi","journals/jbi/KollapallyGKHX25","DBLP","OL","10.1016/J.JBI.2025.104865","https://dblp.org/rec/journals/jbi/KollapallyGKHX25","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"CVE-LLM: Ontology-Assisted Automatic Vulnerability Evaluation Using Large Language Models","The National Vulnerability Database (NVD) publishes over a thousand new vulnerabilities monthly, with a projected 25 percent increase in 2024, highlighting the crucial need for rapid vulnerability identification to mitigate cybersecurity attacks and save costs and resources. In this work, we propose using large language models (LLMs) to learn vulnerability evaluation from historical assessments of medical device vulnerabilities in a single manufacturer's portfolio. We highlight the effectiveness and challenges of using LLMs for automatic vulnerability evaluation and introduce a method to enrich historical data with cybersecurity ontologies, enabling the system to understand new vulnerabilities without retraining the LLM. Our LLM system integrates with the in-house application - Cybersecurity Management System (CSMS) - to help Siemens Healthineers (SHS) product cybersecurity experts efficiently assess the vulnerabilities in our products. Also, we present guidelines for efficient integration of LLMs into the cybersecurity tool.","Rikhiya Ghosh; Hans‐Martin von Stockhausen; Martin Schmitt; George Marica Vasile; Sanjeev Kumar Karn; Oladimeji Farri","2025","AAAI","https://doi.org/10.1609/aaai.v39i28.35139","","openalex:doi","conf/aaai/GhoshSSMKF25","DBLP","OL","10.1609/AAAI.V39I28.35139","https://dblp.org/rec/conf/aaai/GhoshSSMKF25","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"Enhancing the Comprehensibility of Text Explanations via Unsupervised Concept Discovery","Concept-based explainable approaches have emerged as a promising method in explainable AI because they can interpret models in a way that aligns with human reasoning. However, their adaption in the text domain remains limited. Most existing methods rely on predefined concept annotations and cannot discover unseen concepts, while other methods that extract concepts without supervision often produce explanations that are not intuitively comprehensible to humans, potentially diminishing user trust. These methods fall short of discovering comprehensible concepts automatically. To address this issue, we propose \\textbf{ECO-Concept}, an intrinsically interpretable framework to discover comprehensible concepts with no concept annotations. ECO-Concept first utilizes an object-centric architecture to extract semantic concepts automatically. Then the comprehensibility of the extracted concepts is evaluated by large language models. Finally, the evaluation result guides the subsequent model fine-tuning to obtain more understandable explanations. Experiments show that our method achieves superior performance across diverse tasks. Further concept evaluations validate that the concepts learned by ECO-Concept surpassed current counterparts in comprehensibility.","Yifan Sun; Danding Wang; Qiang Sheng; Juan Cao; Jintao Li","2025","arXiv","https://arxiv.org/abs/2505.20293","http://arxiv.org/pdf/2505.20293v1","arxiv:title","conf/amcis/PereraHL25","DBLP","OL","","https://dblp.org/rec/conf/amcis/PereraHL25","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"Ontology-grounded Automatic Knowledge Graph Construction by LLM under Wikidata schema","We propose an ontology-grounded approach to Knowledge Graph (KG) construction using Large Language Models (LLMs) on a knowledge base. An ontology is authored by generating Competency Questions (CQ) on knowledge base to discover knowledge scope, extracting relations from CQs, and attempt to replace equivalent relations by their counterpart in Wikidata. To ensure consistency and interpretability in the resulting KG, we ground generation of KG with the authored ontology based on extracted relations. Evaluation on benchmark datasets demonstrates competitive performance in knowledge graph construction task. Our work presents a promising direction for scalable KG construction pipeline with minimal human intervention, that yields high quality and human-interpretable KGs, which are interoperable with Wikidata semantics for potential knowledge base expansion.","Xiaohan Feng; Xixin Wu; Helen Meng","2024","arXiv","https://arxiv.org/abs/2412.20942","http://arxiv.org/pdf/2412.20942v1","openalex:doi|crossref:doi|unpaywall|arxiv:title","conf/iceis/LichtnowFNMO25","DBLP","OL","10.5220/0013096000003929","https://dblp.org/rec/conf/iceis/LichtnowFNMO25","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"Complex Ontology Matching with Large Language Model Embeddings","Ontology, and more broadly, Knowledge Graph Matching is a challenging task in which expressiveness has not been fully addressed. Despite the increasing use of embeddings and language models for this task, approaches for generating expressive correspondences still do not take full advantage of these models, in particular, large language models (LLMs). This paper proposes to integrate LLMs into an approach for generating expressive correspondences based on alignment need and ABox-based relation discovery. The generation of correspondences is performed by matching similar surroundings of instance sub-graphs. The integration of LLMs results in different architectural modifications, including label similarity, sub-graph matching, and entity matching. The performance word embeddings, sentence embeddings, and LLM-based embeddings, was compared. The results demonstrate that integrating LLMs surpasses all other models, enhancing the baseline version of the approach with a 45\\% increase in F-measure.","Guilherme Sousa; Rinaldo Lima; Cassia Trojahn","2025","arXiv","https://arxiv.org/abs/2502.13619","http://arxiv.org/pdf/2502.13619v1","arxiv:id","journals/corr/abs-2502-13619","DBLP","OL","10.48550/ARXIV.2502.13619","https://dblp.org/rec/journals/corr/abs-2502-13619","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"CVE-LLM : Ontology-Assisted Automatic Vulnerability Evaluation Using Large Language Models","The National Vulnerability Database (NVD) publishes over a thousand new vulnerabilities monthly, with a projected 25 percent increase in 2024, highlighting the crucial need for rapid vulnerability identification to mitigate cybersecurity attacks and save costs and resources. In this work, we propose using large language models (LLMs) to learn vulnerability evaluation from historical assessments of medical device vulnerabilities in a single manufacturer's portfolio. We highlight the effectiveness and challenges of using LLMs for automatic vulnerability evaluation and introduce a method to enrich historical data with cybersecurity ontologies, enabling the system to understand new vulnerabilities without retraining the LLM. Our LLM system integrates with the in-house application - Cybersecurity Management System (CSMS) - to help Siemens Healthineers (SHS) product cybersecurity experts efficiently assess the vulnerabilities in our products. Also, we present guidelines for efficient integration of LLMs into the cybersecurity tool.","Rikhiya Ghosh; Hans-Martin von Stockhausen; Martin Schmitt; George Marica Vasile; Sanjeev Kumar Karn; Oladimeji Farri","2025","arXiv","https://arxiv.org/abs/2502.15932","http://arxiv.org/pdf/2502.15932v1","arxiv:id","journals/corr/abs-2502-15932","DBLP","OL","10.48550/ARXIV.2502.15932","https://dblp.org/rec/journals/corr/abs-2502-15932","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"Exploring a Large Language Model for Transforming Taxonomic Data into OWL: Lessons Learned and Implications for Ontology Development","Managing scientific names in ontologies that represent species taxonomies is challenging due to the ever-evolving nature of these taxonomies. Manually maintaining these names becomes increasingly difficult when dealing with thousands of scientific names. To address this issue, this paper investigates the use of ChatGPT-4 to automate the development of the :Organism module in the Agricultural Product Types Ontology (APTO) for species classification. Our methodology involved leveraging ChatGPT-4 to extract data from the GBIF Backbone API and generate OWL files for further integration in APTO. Two alternative approaches were explored: (1) issuing a series of prompts for ChatGPT-4 to execute tasks via the BrowserOP plugin and (2) directing ChatGPT-4 to design a Python algorithm to perform analogous tasks. Both approaches rely on a prompting method where we provide instructions, context, input data, and an output indicator. The first approach showed scalability limitations, while the second approach used the Python algorithm to overcome these challenges, but it struggled with typographical errors in data handling. This study highlights the potential of Large language models like ChatGPT-4 to streamline the management of species names in ontologies. Despite certain limitations, these tools offer promising advancements in automating taxonomy-related tasks and improving the efficiency of ontology development.","Filipi Miranda Soares; Antonio Mauro Saraiva; Luís Ferreira Pires; Luiz Olavo Bonino da Silva Santos; Dilvan de Abreu Moreira; Fernando Elias Corrêa; Kelly Rosa Braghetto; Debora Pignatari Drucker; Alexandre Cláudio Botazzo Delbem","2025","arXiv","https://arxiv.org/abs/2504.18651","http://arxiv.org/pdf/2504.18651v1","arxiv:id","journals/corr/abs-2504-18651","DBLP","OL","10.48550/ARXIV.2504.18651","https://dblp.org/rec/journals/corr/abs-2504-18651","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"GenOM: Ontology Matching with Description Generation and Large Language Model","Ontology matching (OM) plays an essential role in enabling semantic interoperability and integration across heterogeneous knowledge sources, particularly in the biomedical domain which contains numerous complex concepts related to diseases and pharmaceuticals. This paper introduces GenOM, a large language model (LLM)-based ontology alignment framework, which enriches the semantic representations of ontology concepts via generating textual definitions, retrieves alignment candidates with an embedding model, and incorporates exact matching-based tools to improve precision. Extensive experiments conducted on the OAEI Bio-ML track demonstrate that GenOM can often achieve competitive performance, surpassing many baselines including traditional OM systems and recent LLM-based methods. Further ablation studies confirm the effectiveness of semantic enrichment and few-shot prompting, highlighting the framework's robustness and adaptability.","Yiping Song; Jiaoyan Chen; Renate A. Schmidt","2025","arXiv","https://arxiv.org/abs/2508.10703","http://arxiv.org/pdf/2508.10703v1","arxiv:id","journals/corr/abs-2508-10703","DBLP","OL","10.48550/ARXIV.2508.10703","https://dblp.org/rec/journals/corr/abs-2508-10703","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"Ontology extension by online clustering with large language model agents","An ontology is a structured framework that categorizes entities, concepts, and relationships within a domain to facilitate shared understanding, and it is important in computational linguistics and knowledge representation. In this paper, we propose a novel framework to automatically extend an existing ontology from streaming data in a zero-shot manner. Specifically, the zero-shot ontology extension framework uses online and hierarchical clustering to integrate new knowledge into existing ontologies without substantial annotated data or domain-specific expertise. Focusing on the medical field, this approach leverages Large Language Models (LLMs) for two key tasks: Symptom Typing and Symptom Taxonomy among breast and bladder cancer survivors. Symptom Typing involves identifying and classifying medical symptoms from unstructured online patient forum data, while Symptom Taxonomy organizes and integrates these symptoms into an existing ontology. The combined use of online and hierarchical clustering enables real-time and structured categorization and integration of symptoms. The dual-phase model employs multiple LLMs to ensure accurate classification and seamless integration of new symptoms with minimal human oversight. The paper details the framework's development, experiments, quantitative analyses, and data visualizations, demonstrating its effectiveness in enhancing medical ontologies and advancing knowledge-based systems in healthcare.","Guanchen Wu; Ling Chen; Ilana Graetz; Liang Zhao","2024","Frontiers Big Data","https://doi.org/10.3389/fdata.2024.1463543","","openalex:doi","journals/fdata/WuLGZ24","DBLP","OL","10.3389/FDATA.2024.1463543","https://dblp.org/rec/journals/fdata/WuLGZ24","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"Large Language Model Assissted Multi-Agent Dialogue for Ontology Alignment.","","","2024","AAMAS","https://dblp.org/rec/conf/atal/ZhangDZP024","","none","conf/atal/ZhangDZP024","DBLP","OL","10.5555/3635637.3663238","https://dblp.org/rec/conf/atal/ZhangDZP024","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"A Short Review for Ontology Learning: Stride to Large Language Models Trend","Ontologies provide formal representation of knowledge shared within Semantic Web applications. Ontology learning involves the construction of ontologies from a given corpus. In the past years, ontology learning has traversed through shallow learning and deep learning methodologies, each offering distinct advantages and limitations in the quest for knowledge extraction and representation. A new trend of these approaches is relying on large language models (LLMs) to enhance ontology learning. This paper gives a review in approaches and challenges of ontology learning. It analyzes the methodologies and limitations of shallow-learning-based and deep-learning-based techniques for ontology learning, and provides comprehensive knowledge for the frontier work of using LLMs to enhance ontology learning. In addition, it proposes several noteworthy future directions for further exploration into the integration of LLMs with ontology learning tasks.","Rick Du; Huilong An; Keyu Wang; Weidong Liu","2024","arXiv","https://arxiv.org/abs/2404.14991","http://arxiv.org/pdf/2404.14991v2","arxiv:title","conf/ekaw/HuangKD24","DBLP","OL","","https://dblp.org/rec/conf/ekaw/HuangKD24","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"NeOn-GPT: A Large Language Model-Powered Pipeline for Ontology Learning","","Nadeen Fathallah; Arunav Das; Stefano De Giorgis; Andrea Poltronieri; Peter Haase; Liubov Kovriguina","2025","Lecture Notes in Computer Science","","","openalex:doi|crossref:doi|unpaywall","conf/esws/FathallahDGPHK24","DBLP","OL","10.1007/978-3-031-78952-6_4","https://dblp.org/rec/conf/esws/FathallahDGPHK24","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"TSOTSALearning at LLMs4OL Tasks A and B : Combining Rules to Large Language Model for Ontology Learning","This paper presents our contribution to the Large Language Model For Ontology Learning (LLMs4OL) challenge hosted by ISWC conference. The challenge involves extracting and classifying various ontological components from multiple datasets. The organizers of the challenge provided us with the train set and the test set. Our goal consists of determining in which conditions foundation models such as BERT can be used for ontologies learning. To achieve this goal, we conducted a series of experiments on various datasets. Initially, GPT-4 was tested on the wordnet dataset, achieving an F1-score of 0.9264. Subsequently, we performed additional experiments on the same dataset using BERT. These experiments demonstrated that by combining BERT with rule-based methods, we achieved an F1-score of 0.9938, surpassing GPT-4 and securing the first place for term typing on the Wordnet dataset.","Carick Appolinaire Atezong Ymele; Azanzi Jiomekong","2024","LLMs4OL@ISWC","https://doi.org/10.52825/ocp.v4i.2484","","openalex:doi","conf/llms4ol/YmeleJ24","DBLP","OL","10.52825/OCP.V4I.2484","https://dblp.org/rec/conf/llms4ol/YmeleJ24","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"OAEI-LLM: A Benchmark Dataset for Understanding Large Language Model Hallucinations in Ontology Matching","Hallucinations of large language models (LLMs) commonly occur in domain-specific downstream tasks, with no exception in ontology matching (OM). The prevalence of using LLMs for OM raises the need for benchmarks to better understand LLM hallucinations. The OAEI-LLM dataset is an extended version of the Ontology Alignment Evaluation Initiative (OAEI) datasets that evaluate LLM-specific hallucinations in OM tasks. We outline the methodology used in dataset construction and schema extension, and provide examples of potential use cases.","Zhangcheng Qiang; Kerry Taylor; Weiqing Wang; Jing Jiang","2025","arXiv","https://arxiv.org/abs/2409.14038","http://arxiv.org/pdf/2409.14038v5","arxiv:title","conf/semweb/QiangTWJ24","DBLP","OL","","https://dblp.org/rec/conf/semweb/QiangTWJ24","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"Ontology-Free General-Domain Knowledge Graph-to-Text Generation Dataset Synthesis using Large Language Model","Knowledge Graph-to-Text (G2T) generation involves verbalizing structured knowledge graphs into natural language text. Recent advancements in Pretrained Language Models (PLMs) have improved G2T performance, but their effectiveness depends on datasets with precise graph-text alignment. However, the scarcity of high-quality, general-domain G2T generation datasets restricts progress in the general-domain G2T generation research. To address this issue, we introduce Wikipedia Ontology-Free Graph-text dataset (WikiOFGraph), a new large-scale G2T dataset generated using a novel method that leverages Large Language Model (LLM) and Data-QuestEval. Our new dataset, which contains 5.85M general-domain graph-text pairs, offers high graph-text consistency without relying on external ontologies. Experimental results demonstrate that PLM fine-tuned on WikiOFGraph outperforms those trained on other datasets across various evaluation metrics. Our method proves to be a scalable and effective solution for generating high-quality G2T data, significantly advancing the field of G2T generation.","Daehee Kim; Deokhyung Kang; Sangwon Ryu; Gary Geunbae Lee","2024","arXiv","https://arxiv.org/abs/2409.07088","http://arxiv.org/pdf/2409.07088v1","arxiv:id","journals/corr/abs-2409-07088","DBLP","OL","10.48550/ARXIV.2409.07088","https://dblp.org/rec/journals/corr/abs-2409-07088","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"OAEI-LLM: A Benchmark Dataset for Understanding Large Language Model Hallucinations in Ontology Matching","Hallucinations of large language models (LLMs) commonly occur in domain-specific downstream tasks, with no exception in ontology matching (OM). The prevalence of using LLMs for OM raises the need for benchmarks to better understand LLM hallucinations. The OAEI-LLM dataset is an extended version of the Ontology Alignment Evaluation Initiative (OAEI) datasets that evaluate LLM-specific hallucinations in OM tasks. We outline the methodology used in dataset construction and schema extension, and provide examples of potential use cases.","Zhangcheng Qiang; Kerry Taylor; Weiqing Wang; Jing Jiang","2025","arXiv","https://arxiv.org/abs/2409.14038","http://arxiv.org/pdf/2409.14038v5","arxiv:id","journals/corr/abs-2409-14038","DBLP","OL","10.48550/ARXIV.2409.14038","https://dblp.org/rec/journals/corr/abs-2409-14038","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"Evaluating the Effectiveness of GPT Large Language Model for News Classification in the IPTC News Ontology","News classification plays a vital role in newsrooms, as it involves the time-consuming task of categorizing news articles and requires domain knowledge. Effective news classification is essential for categorizing and organizing a constant flow of information, serving as the foundation for subsequent tasks, such as news aggregation, monitoring, filtering, and organization. Automation of this process can significantly benefit newsrooms by saving time and resources. In this study, we explore the potential of the GPT large language model in a zero-shot setting for multi-class classification of news articles within the widely accepted International Press Telecommunications Council (IPTC) news ontology. The IPTC news ontology provides a structured framework for categorizing news, facilitating the efficient organization and retrieval of news content. By investigating the effectiveness of the GPT language model in this classification task, we aimed to understand its capabilities and potential applications in the news domain. This study was conducted as part of our ongoing research in the field of automated journalism.","Bahareh Fatemi; Fazle Rabbi; Andreas L. Opdahl","2023","IEEE Access","https://doi.org/10.1109/access.2023.3345414","https://ieeexplore.ieee.org/ielx7/6287639/6514899/10367969.pdf","openalex:doi","journals/access/FatemiRO23","DBLP","OL","10.1109/ACCESS.2023.3345414","https://dblp.org/rec/journals/access/FatemiRO23","","","include","LLM+OL terms in title/venue","screening/dblp/OL/20251021_dblp_OL_llm_screen.csv"
"From Human- to LLM-Centered Collaborative Ontology Engineering","","","2024","Applied Ontology","","","none","https://openalex.org/W4411659261","openalex","OL","","","true","true","include","LLM+OL terms in t/abs","screening/openalex/OL/20251021_openalex_OL_llm_screen.csv"
"Methodological Exploration of Ontology Generation with a Dedicated Large Language Model","","","2025","Electronics","","","none","https://openalex.org/W4413061059","openalex","OL","","","true","true","include","LLM+OL terms in t/abs","screening/openalex/OL/20251021_openalex_OL_llm_screen.csv"
"A Method for Synthesizing Ontology-Based Textual Design Datasets: Evaluating the Potential of LLM in Domain-Specific Dataset Generation","","","2024","Journal of Mechanical Design","","","none","https://openalex.org/W4405613595","openalex","OL","","","true","true","include","LLM+OL terms in t/abs","screening/openalex/OL/20251021_openalex_OL_llm_screen.csv"
"GNN-RAG: Graph Neural Retrieval for Large Language Model Reasoning","Knowledge Graphs (KGs) represent human-crafted factual knowledge in the form of triplets (head, relation, tail), which collectively form a graph. Question Answering over KGs (KGQA) is the task of answering natural questions grounding the reasoning to the information provided by the KG. Large Language Models (LLMs) are the state-of-the-art models for QA tasks due to their remarkable ability to understand natural language. On the other hand, Graph Neural Networks (GNNs) have been widely used for KGQA as they can handle the complex graph information stored in the KG. In this work, we introduce GNN-RAG, a novel method for combining language understanding abilities of LLMs with the reasoning abilities of GNNs in a retrieval-augmented generation (RAG) style. First, a GNN reasons over a dense KG subgraph to retrieve answer candidates for a given question. Second, the shortest paths in the KG that connect question entities and answer candidates are extracted to represent KG reasoning paths. The extracted paths are verbalized and given as input for LLM reasoning with RAG. In our GNN-RAG framework, the GNN acts as a dense subgraph reasoner to extract useful graph information, while the LLM leverages its natural language processing ability for ultimate KGQA. Furthermore, we develop a retrieval augmentation (RA) technique to further boost KGQA performance with GNN-RAG. Experimental results show that GNN-RAG achieves state-of-the-art performance in two widely used KGQA benchmarks (WebQSP and CWQ), outperforming or matching GPT-4 performance with a 7B tuned LLM. In addition, GNN-RAG excels on multi-hop and multi-entity questions outperforming competing approaches by 8.9--15.5% points at answer F1.","Costas Mavromatis; George Karypis","2024","arXiv","https://arxiv.org/abs/2405.20139","http://arxiv.org/pdf/2405.20139v1","arxiv:title","https://openalex.org/W4403662133","openalex","OL","","","true","true","include","LLM+OL terms in t/abs","screening/openalex/OL/20251021_openalex_OL_llm_screen.csv"
"AutoInt: Automatic Integration for Fast Neural Volume Rendering","Numerical integration is a foundational technique in scientific computing and is at the core of many computer vision applications. Among these applications, neural volume rendering has recently been proposed as a new paradigm for view synthesis, achieving photorealistic image quality. However, a fundamental obstacle to making these methods practical is the extreme computational and memory requirements caused by the required volume integrations along the rendered rays during training and inference. Millions of rays, each requiring hundreds of forward passes through a neural network are needed to approximate those integrations with Monte Carlo sampling. Here, we propose automatic integration, a new framework for learning efficient, closed-form solutions to integrals using coordinate-based neural networks. For training, we instantiate the computational graph corresponding to the derivative of the network. The graph is fitted to the signal to integrate. After optimization, we reassemble the graph to obtain a network that represents the antiderivative. By the fundamental theorem of calculus, this enables the calculation of any definite integral in two evaluations of the network. Applying this approach to neural rendering, we improve a tradeoff between rendering speed and image quality: improving render times by greater than 10 times with a tradeoff of slightly reduced image quality.","David B. Lindell; Julien N. P. Martel; Gordon Wetzstein","2021","arXiv","https://arxiv.org/abs/2012.01714","http://arxiv.org/pdf/2012.01714v2","arxiv:title","https://openalex.org/W4391350023","openalex","OL","","","true","true","include","LLM+OL terms in t/abs","screening/openalex/OL/20251021_openalex_OL_llm_screen.csv"
"Analyzing Llama 3-based Approach for Axiom Translation from Ontologies.","","","2024","PubMed","","","none","https://openalex.org/W4411505803","openalex","OL","","","true","true","include","LLM+OL terms in t/abs","screening/openalex/OL/20251021_openalex_OL_llm_screen.csv"
"Ontology-Driven LLM Assistance for Task-Oriented Systems Engineering","","","2025","","","","none","https://openalex.org/W4408119901","openalex","OL","","","true","true","include","LLM+OL terms in t/abs","screening/openalex/OL/20251021_openalex_OL_llm_screen.csv"
"CEVO: Comprehensive EVent Ontology Enhancing Cognitive Annotation","While the general analysis of named entities has received substantial research attention on unstructured as well as structured data, the analysis of relations among named entities has received limited focus. In fact, a review of the literature revealed a deficiency in research on the abstract conceptualization required to organize relations. We believe that such an abstract conceptualization can benefit various communities and applications such as natural language processing, information extraction, machine learning, and ontology engineering. In this paper, we present Comprehensive EVent Ontology (CEVO), built on Levin's conceptual hierarchy of English verbs that categorizes verbs with shared meaning, and syntactic behavior. We present the fundamental concepts and requirements for this ontology. Furthermore, we present three use cases employing the CEVO ontology on annotation tasks: (i) annotating relations in plain text, (ii) annotating ontological properties, and (iii) linking textual relations to ontological properties. These use-cases demonstrate the benefits of using CEVO for annotation: (i) annotating English verbs from an abstract conceptualization, (ii) playing the role of an upper ontology for organizing ontological properties, and (iii) facilitating the annotation of text relations using any underlying vocabulary. This resource is available at https://shekarpour.github.io/cevo.io/ using https://w3id.org/cevo namespace.","Saeedeh Shekarpour; Faisal Alshargi; Valerie Shalin; Krishnaprasad Thirunarayan; Amit P. Sheth","2018","arXiv","https://arxiv.org/abs/1701.05625","http://arxiv.org/pdf/1701.05625v2","arxiv:title","https://openalex.org/W4407893913","openalex","OL","","","true","true","include","LLM+OL terms in t/abs","screening/openalex/OL/20251021_openalex_OL_llm_screen.csv"
"Interpretable ontology extension in chemistry","Reference ontologies provide a shared vocabulary and knowledge resource for their domain. Manual construction and annotation enables them to maintain high quality, allowing them to be widely accepted across their community. However, the manual ontology development process does not scale for large domains. We present a new methodology for automatic ontology extension for domains in which the ontology classes have associated graph-structured annotations, and apply it to the ChEBI ontology, a prominent reference ontology for life sciences chemistry. We train Transformer-based deep learning models on the leaf node structures from the ChEBI ontology and the classes to which they belong. The models are then able to automatically classify previously unseen chemical structures, resulting in automated ontology extension. The proposed models achieved an overall F1 scores of 0.80 and above, improvements of at least 6 percentage points over our previous results on the same dataset. In addition, the models are interpretable: we illustrate that visualizing the model’s attention weights can help to explain the results by providing insight into how the model made its decisions. We also analyse the performance for molecules that have not been part of the ontology and evaluate the logical correctness of the resulting extension.","Martin Glauer; Adel Memariani; Fabian Neuhaus; Till Mossakowski; Janna Hastings","2023","Semantic Web","https://doi.org/10.3233/sw-233183","https://content.iospress.com:443/download/semantic-web/sw233183?id=semantic-web%2Fsw233183","openalex:doi","https://openalex.org/W4377091041","openalex","OL","https://doi.org/10.3233/sw-233183","","true","","include","LLM in title/abstract","screening/openalex/OL/20251021_openalex_OL_seed1_withabs.csv"
"An Ontology of Well Engineering Entities to Extract and Structure Text Data from Daily Reports","Summary Oil and gas activities generate, inevitably, huge amounts of data, especially in the form of Daily Operational Reports during construction and production activities. Extracting information from these reports can be achieved using embeddings combined with Large Language Models (LLMs), with domain knowledge being mandatory for this extracted information to be meaningful and properly presented to end-users. A solution for this challenge is the use of Knowledge Graphs (KG) to organize and relate all the information in a way that properly represents the concepts (e.g., entities, events, and processes) of the specific domain. A KG can address the lack of domain knowledge presented by LLMs, as well as enhance the semantics of embedding-based indexes such as those provided by Transformers, but also as a searching source itself that enables to take advantage of the information relationships (i.e., the natural links between entities or pieces of data). However, the creation of a KG from a specific domain based on unstructured data sources requires not only an ontology to describe the entities and their relationships but also strategies and tools capable of properly extracting and mapping them from the data sources to a KG. In this context, this work proposes a well engineering ontology to guide extracting information from Daily Operational Reports, structure them into KGs, and support information retrieval applications. To assure interoperability, the development of the proposed ontology is aligned with upper-level ontologies and industrial standards like ISO 15926. The results of this work include not only the ontology itself and the procedure followed to build it, but also a discussion of further applications that can be developed using it as a basis. The main applications resulting from this work are named entity recognition, visualization of incidents, classification of operations, templates and auto-filling of reports, calculation of drilling metrics, and queries within the reports database. We have noticed that having structured domain knowledge, in the form of an ontology and KG has improved the success of these applications compared to raw text processing. Finally, this work emphasizes the importance of domain knowledge in the form of a comprehensive ontology that focuses on the relevant entities of the application domain and enables the creation of KGs that can facilitate the organization and query of complex unstructured text information and enhance data analysis and LLM-based applications in the Oil&amp;Gas domain.","J. Queiroz; Marcelo Anunciação Jaculli; Nelson Choueri; Isabel Silveira; José Ricardo Pelaquim Mendes; Bruno Elias Penteado; Ivan Rizzo Guilherme; Stephan Ribeiro Perrout","2025","SPE/IADC International Drilling Conference and Exhibition","https://doi.org/10.2118/223801-ms","","openalex:doi","https://openalex.org/W4407893913","openalex","OL","https://doi.org/10.2118/223801-ms","","true","","include","LLM in title/abstract","screening/openalex/OL/20251021_openalex_OL_seed1_withabs.csv"
"Ontology-Driven LLM Assistance for Task-Oriented Systems Engineering","","Jean-Marie Gauthier; Eric Jenn; Ramon Conejo","2025","Proceedings of the 13th International Conference on Model-Based Software and Systems Engineering","","","openalex:doi|crossref:doi|unpaywall","https://openalex.org/W4408119901","openalex","OL","https://doi.org/10.5220/0013441100003896","","true","","include","LLM in title/abstract","screening/openalex/OL/20251021_openalex_OL_seed1_withabs.csv"
